erp_key,bronze,schema,table,domain,dimensional_role,snowflake_candidate,fk_degree,pk_columns,row_count_afya,row_count_allos,populated_clients,silver_table,silver_domain,silver_implemented,grain
competences.TIPO_AVALIADOR,competences__TIPO_AVALIADOR,competences,TIPO_AVALIADOR,avaliacao,DIM,DIM_TIPO_AVALIADOR,0,ID,7,7,both,tipo_avaliador,avaliacao,yes,
competences.TOPICO_PERGUNTA_LIVRE,competences__TOPICO_PERGUNTA_LIVRE,competences,TOPICO_PERGUNTA_LIVRE,avaliacao,DIM,DIM_TOPICO_PERGUNTA_LIVRE,0,ID,1,1,both,topico_pergunta_livre,avaliacao,yes,
competences.settings,competences__settings,competences,settings,avaliacao,DIM,DIM_SETTINGS,0,id,0,1,allos,settings,avaliacao,yes,
core.Label,core__Label,core,Label,plataforma,EXCLUDE,,0,Id,3,4,both,,,no,
core.ThemeSettings,core__ThemeSettings,core,ThemeSettings,plataforma,EXCLUDE,,0,,1,1,both,,,no,
dashboards.AccessLog,dashboards__AccessLog,dashboards,AccessLog,plataforma,EXCLUDE,,0,Id,247,0,afya,,,no,
dashboards.Dashboard,dashboards__Dashboard,dashboards,Dashboard,plataforma,EXCLUDE,,0,Id,6,0,afya,,,no,
dbo.ACAO,dbo__ACAO,dbo,ACAO,acao,FACT,FACT_ACAO,0,ID,1770,24,both,acao,acao,yes,"tenant_slug, id"
dbo.ACAO_BOOK,dbo__ACAO_BOOK,dbo,ACAO_BOOK,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.ADMINISTRADOR_LOCAL,dbo__ADMINISTRADOR_LOCAL,dbo,ADMINISTRADOR_LOCAL,colaborador,DIM,DIM_ADMINISTRADOR_LOCAL,0,ID,0,13,allos,administrador_local,colaborador,yes,
dbo.ADMINISTRADOR_LOCAL_FILIAL,dbo__ADMINISTRADOR_LOCAL_FILIAL,dbo,ADMINISTRADOR_LOCAL_FILIAL,organizacao,DIM,DIM_ADMINISTRADOR_LOCAL_FILIAL,0,ID,0,133,allos,administrador_local_filial,organizacao,yes,
dbo.ANEXO_ACAO,dbo__ANEXO_ACAO,dbo,ANEXO_ACAO,acao,FACT,FACT_ANEXO_ACAO,0,ID,2037,0,afya,anexo_acao,acao,yes,
dbo.ANEXO_AVALIACAO,dbo__ANEXO_AVALIACAO,dbo,ANEXO_AVALIACAO,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.ANEXO_QUICK_MEETING,dbo__ANEXO_QUICK_MEETING,dbo,ANEXO_QUICK_MEETING,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.ANEXO_REUNIAO,dbo__ANEXO_REUNIAO,dbo,ANEXO_REUNIAO,acao,DEFER,,0,ID,0,0,none,anexo_reuniao,acao,yes,
dbo.API_CONFIG,dbo__API_CONFIG,dbo,API_CONFIG,plataforma,EXCLUDE,,0,ID,3,3,both,,,no,
dbo.AREA,dbo__AREA,dbo,AREA,organizacao,DIM,DIM_AREA,0,ID,34632,2135,both,area,organizacao,yes,
dbo.AREA_BOOK,dbo__AREA_BOOK,dbo,AREA_BOOK,metricas,DEFER,,0,ID,0,0,none,area_book,metricas,yes,
dbo.AREA_FORUM_SUCESSAO,dbo__AREA_FORUM_SUCESSAO,dbo,AREA_FORUM_SUCESSAO,organizacao,DIM,DIM_AREA_FORUM_SUCESSAO,0,ID,1,0,afya,area_forum_sucessao,organizacao,yes,
dbo.AUDIT_ACAO,dbo__AUDIT_ACAO,dbo,AUDIT_ACAO,audit,EXCLUDE,,0,,19896,150,both,,,no,
dbo.AUDIT_AREA,dbo__AUDIT_AREA,dbo,AUDIT_AREA,audit,EXCLUDE,,0,,50000,45200,both,,,no,
dbo.AUDIT_AREA_HISTORY,dbo__AUDIT_AREA_HISTORY,dbo,AUDIT_AREA_HISTORY,audit,EXCLUDE,,0,,10,295,both,,,no,
dbo.AUDIT_AVALIACAO,dbo__AUDIT_AVALIACAO,dbo,AUDIT_AVALIACAO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_AVALIADO,dbo__AUDIT_AVALIADO,dbo,AUDIT_AVALIADO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_AVALIADOR,dbo__AUDIT_AVALIADOR,dbo,AUDIT_AVALIADOR,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_CALC_RESPOSTA,dbo__AUDIT_CALC_RESPOSTA,dbo,AUDIT_CALC_RESPOSTA,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_CALC_RESULTADO_AVALIADOR,dbo__AUDIT_CALC_RESULTADO_AVALIADOR,dbo,AUDIT_CALC_RESULTADO_AVALIADOR,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_CALC_RESULTADO_AVALIADOR_TIPO_COMPETENCIA,dbo__AUDIT_CALC_RESULTADO_AVALIADOR_TIPO_COMPETENCIA,dbo,AUDIT_CALC_RESULTADO_AVALIADOR_TIPO_COMPETENCIA,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_CALC_RESULTADO_COLABORADOR,dbo__AUDIT_CALC_RESULTADO_COLABORADOR,dbo,AUDIT_CALC_RESULTADO_COLABORADOR,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_CALC_RESULTADO_COMPETENCIA,dbo__AUDIT_CALC_RESULTADO_COMPETENCIA,dbo,AUDIT_CALC_RESULTADO_COMPETENCIA,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_CALC_RESULTADO_FATOR_AVALIACAO,dbo__AUDIT_CALC_RESULTADO_FATOR_AVALIACAO,dbo,AUDIT_CALC_RESULTADO_FATOR_AVALIACAO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_CALC_RESULTADO_TIPO_AVALIADOR,dbo__AUDIT_CALC_RESULTADO_TIPO_AVALIADOR,dbo,AUDIT_CALC_RESULTADO_TIPO_AVALIADOR,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_CALC_RESULTADO_TIPO_AVALIADOR_TIPO_COMPETENCIA,dbo__AUDIT_CALC_RESULTADO_TIPO_AVALIADOR_TIPO_COMPETENCIA,dbo,AUDIT_CALC_RESULTADO_TIPO_AVALIADOR_TIPO_COMPETENCIA,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_CALIBRADOS_PERFORMANCE,dbo__AUDIT_CALIBRADOS_PERFORMANCE,dbo,AUDIT_CALIBRADOS_PERFORMANCE,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_COLABORADOR,dbo__AUDIT_COLABORADOR,dbo,AUDIT_COLABORADOR,audit,EXCLUDE,,0,,50000,50000,both,,,no,
dbo.AUDIT_COLABORADOR_AREA,dbo__AUDIT_COLABORADOR_AREA,dbo,AUDIT_COLABORADOR_AREA,audit,EXCLUDE,,0,,50000,50000,both,,,no,
dbo.AUDIT_COLABORADOR_FUNCAO,dbo__AUDIT_COLABORADOR_FUNCAO,dbo,AUDIT_COLABORADOR_FUNCAO,audit,EXCLUDE,,0,,132,11638,both,,,no,
dbo.AUDIT_COMPETENCIA,dbo__AUDIT_COMPETENCIA,dbo,AUDIT_COMPETENCIA,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_CONSIDERACAO_FINAL,dbo__AUDIT_CONSIDERACAO_FINAL,dbo,AUDIT_CONSIDERACAO_FINAL,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_COTACAO_MOEDA,dbo__AUDIT_COTACAO_MOEDA,dbo,AUDIT_COTACAO_MOEDA,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_COTACAO_MOEDA_ITEM,dbo__AUDIT_COTACAO_MOEDA_ITEM,dbo,AUDIT_COTACAO_MOEDA_ITEM,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_CURVA_PONTUACAO,dbo__AUDIT_CURVA_PONTUACAO,dbo,AUDIT_CURVA_PONTUACAO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_CURVA_PONTUACAO_AVALIACAO,dbo__AUDIT_CURVA_PONTUACAO_AVALIACAO,dbo,AUDIT_CURVA_PONTUACAO_AVALIACAO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_CURVA_PREMIACAO,dbo__AUDIT_CURVA_PREMIACAO,dbo,AUDIT_CURVA_PREMIACAO,audit,EXCLUDE,,0,,90,54,both,,,no,
dbo.AUDIT_DIRETRIZ,dbo__AUDIT_DIRETRIZ,dbo,AUDIT_DIRETRIZ,audit,EXCLUDE,,0,,675,27,both,,,no,
dbo.AUDIT_EMPLOYEEACCESSGROUP,dbo__AUDIT_EMPLOYEEACCESSGROUP,dbo,AUDIT_EMPLOYEEACCESSGROUP,audit,EXCLUDE,,0,,676,8390,both,,,no,
dbo.AUDIT_FAIXA_CLASSIFICACAO,dbo__AUDIT_FAIXA_CLASSIFICACAO,dbo,AUDIT_FAIXA_CLASSIFICACAO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_FAIXA_CLASSIFICACAO_AVALIACAO,dbo__AUDIT_FAIXA_CLASSIFICACAO_AVALIACAO,dbo,AUDIT_FAIXA_CLASSIFICACAO_AVALIACAO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_FAIXA_CLASSIFICACAO_PERFORMANCE,dbo__AUDIT_FAIXA_CLASSIFICACAO_PERFORMANCE,dbo,AUDIT_FAIXA_CLASSIFICACAO_PERFORMANCE,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_FAIXA_CLASSIFICACAO_PERFORMANCE_AVALIACAO,dbo__AUDIT_FAIXA_CLASSIFICACAO_PERFORMANCE_AVALIACAO,dbo,AUDIT_FAIXA_CLASSIFICACAO_PERFORMANCE_AVALIACAO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_FAIXA_FAROL,dbo__AUDIT_FAIXA_FAROL,dbo,AUDIT_FAIXA_FAROL,audit,EXCLUDE,,0,,16,82,both,,,no,
dbo.AUDIT_FAIXA_FAROL_ITEM,dbo__AUDIT_FAIXA_FAROL_ITEM,dbo,AUDIT_FAIXA_FAROL_ITEM,audit,EXCLUDE,,0,,63,274,both,,,no,
dbo.AUDIT_FATOR_AVALIACAO,dbo__AUDIT_FATOR_AVALIACAO,dbo,AUDIT_FATOR_AVALIACAO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_FILIAL,dbo__AUDIT_FILIAL,dbo,AUDIT_FILIAL,audit,EXCLUDE,,0,,101,286,both,,,no,
dbo.AUDIT_FUNCAO,dbo__AUDIT_FUNCAO,dbo,AUDIT_FUNCAO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_FUNCAO_COMPETENCIA,dbo__AUDIT_FUNCAO_COMPETENCIA,dbo,AUDIT_FUNCAO_COMPETENCIA,audit,EXCLUDE,,0,,665,1670,both,,,no,
dbo.AUDIT_FUNCAO_PERGUNTA_LIVRE,dbo__AUDIT_FUNCAO_PERGUNTA_LIVRE,dbo,AUDIT_FUNCAO_PERGUNTA_LIVRE,audit,EXCLUDE,,0,,2612,340,both,,,no,
dbo.AUDIT_GRANDEZA,dbo__AUDIT_GRANDEZA,dbo,AUDIT_GRANDEZA,audit,EXCLUDE,,0,,18,18,both,,,no,
dbo.AUDIT_GRUPO_INDICADOR,dbo__AUDIT_GRUPO_INDICADOR,dbo,AUDIT_GRUPO_INDICADOR,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_HISTORICO_CARGO,dbo__AUDIT_HISTORICO_CARGO,dbo,AUDIT_HISTORICO_CARGO,audit,EXCLUDE,,0,,50000,37865,both,,,no,
dbo.AUDIT_HISTORICO_PDI,dbo__AUDIT_HISTORICO_PDI,dbo,AUDIT_HISTORICO_PDI,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_INDICADOR,dbo__AUDIT_INDICADOR,dbo,AUDIT_INDICADOR,audit,EXCLUDE,,0,,170,2958,both,,,no,
dbo.AUDIT_INSTANCIA,dbo__AUDIT_INSTANCIA,dbo,AUDIT_INSTANCIA,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_INSTANCIA_CALIBRADOS,dbo__AUDIT_INSTANCIA_CALIBRADOS,dbo,AUDIT_INSTANCIA_CALIBRADOS,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_INSTANCIA_CALIBRADOS_PERFORMANCE,dbo__AUDIT_INSTANCIA_CALIBRADOS_PERFORMANCE,dbo,AUDIT_INSTANCIA_CALIBRADOS_PERFORMANCE,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_INSTANCIA_COMITE,dbo__AUDIT_INSTANCIA_COMITE,dbo,AUDIT_INSTANCIA_COMITE,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_MARCADOR_ACAO,dbo__AUDIT_MARCADOR_ACAO,dbo,AUDIT_MARCADOR_ACAO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_META,dbo__AUDIT_META,dbo,AUDIT_META,audit,EXCLUDE,,0,,50000,50000,both,,,no,
dbo.AUDIT_NINE_BOX,dbo__AUDIT_NINE_BOX,dbo,AUDIT_NINE_BOX,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_NINE_BOX_CALIBRADOS,dbo__AUDIT_NINE_BOX_CALIBRADOS,dbo,AUDIT_NINE_BOX_CALIBRADOS,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_NOTA_META,dbo__AUDIT_NOTA_META,dbo,AUDIT_NOTA_META,audit,EXCLUDE,,0,,23415,50000,both,,,no,
dbo.AUDIT_PDI,dbo__AUDIT_PDI,dbo,AUDIT_PDI,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_PERIODO_APURACAO,dbo__AUDIT_PERIODO_APURACAO,dbo,AUDIT_PERIODO_APURACAO,audit,EXCLUDE,,0,,335,148,both,,,no,
dbo.AUDIT_PERIODO_GESTAO,dbo__AUDIT_PERIODO_GESTAO,dbo,AUDIT_PERIODO_GESTAO,audit,EXCLUDE,,0,,158,177,both,,,no,
dbo.AUDIT_PSW_COLABORADOR,dbo__AUDIT_PSW_COLABORADOR,dbo,AUDIT_PSW_COLABORADOR,audit,EXCLUDE,,0,,12518,10063,both,,,no,
dbo.AUDIT_QUADRANTES_MATRIZ_TALENTOS,dbo__AUDIT_QUADRANTES_MATRIZ_TALENTOS,dbo,AUDIT_QUADRANTES_MATRIZ_TALENTOS,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_RESPOSTA_AVALIACAO,dbo__AUDIT_RESPOSTA_AVALIACAO,dbo,AUDIT_RESPOSTA_AVALIACAO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_RESPOSTA_LIVRE_AVALIACAO,dbo__AUDIT_RESPOSTA_LIVRE_AVALIACAO,dbo,AUDIT_RESPOSTA_LIVRE_AVALIACAO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_SYSTEM_CONFIG,dbo__AUDIT_SYSTEM_CONFIG,dbo,AUDIT_SYSTEM_CONFIG,audit,EXCLUDE,,0,,55,61,both,,,no,
dbo.AUDIT_TERMO_ACEITE_ASSINATURA,dbo__AUDIT_TERMO_ACEITE_ASSINATURA,dbo,AUDIT_TERMO_ACEITE_ASSINATURA,audit,EXCLUDE,,0,,50000,50000,both,,,no,
dbo.AUDIT_TIPO_AVALIACAO,dbo__AUDIT_TIPO_AVALIACAO,dbo,AUDIT_TIPO_AVALIACAO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.AUDIT_UNIDADE_MEDIDA,dbo__AUDIT_UNIDADE_MEDIDA,dbo,AUDIT_UNIDADE_MEDIDA,audit,EXCLUDE,,0,,72,199,both,,,no,
dbo.AUDIT_VALOR_META,dbo__AUDIT_VALOR_META,dbo,AUDIT_VALOR_META,audit,EXCLUDE,,0,,50000,50000,both,,,no,
dbo.AVALIACAO_CONTINUA,dbo__AVALIACAO_CONTINUA,dbo,AVALIACAO_CONTINUA,avaliacao,DEFER,,0,Id,0,0,none,avaliacao_continua,avaliacao,yes,
dbo.AVALIADOR_FORUM,dbo__AVALIADOR_FORUM,dbo,AVALIADOR_FORUM,colaborador,FACT,FACT_AVALIADOR_FORUM,0,ID,5449,0,afya,avaliador_forum,colaborador,yes,
dbo.AVALIADOR_FORUM_SUCESSAO,dbo__AVALIADOR_FORUM_SUCESSAO,dbo,AVALIADOR_FORUM_SUCESSAO,colaborador,DIM,DIM_AVALIADOR_FORUM_SUCESSAO,0,ID,1,0,afya,avaliador_forum_sucessao,colaborador,yes,
dbo.AVALIADO_SUCESSAO,dbo__AVALIADO_SUCESSAO,dbo,AVALIADO_SUCESSAO,colaborador,DIM,DIM_AVALIADO_SUCESSAO,0,ID,1,0,afya,avaliado_sucessao,colaborador,yes,
dbo.AbpEntityChangeSets,dbo__AbpEntityChangeSets,dbo,AbpEntityChangeSets,plataforma,EXCLUDE,,0,Id,50000,50000,both,,,no,
dbo.AbpEntityChanges,dbo__AbpEntityChanges,dbo,AbpEntityChanges,plataforma,EXCLUDE,,0,Id,50000,50000,both,,,no,
dbo.AbpEntityPropertyChanges,dbo__AbpEntityPropertyChanges,dbo,AbpEntityPropertyChanges,plataforma,EXCLUDE,,0,Id,50000,50000,both,,,no,
dbo.AbpSettings,dbo__AbpSettings,dbo,AbpSettings,plataforma,EXCLUDE,,0,Id,8690,4475,both,,,no,
dbo.Absence,dbo__Absence,dbo,Absence,colaborador,DEFER,,0,Id,0,0,none,absence,colaborador,yes,
dbo.AcceptAgreementHistory,dbo__AcceptAgreementHistory,dbo,AcceptAgreementHistory,colaborador,FACT,FACT_ACCEPT_AGREEMENT_HISTORY,0,Id,31098,1913,both,accept_agreement_history,colaborador,yes,
dbo.AcceptAgreementSignatureAttachment,dbo__AcceptAgreementSignatureAttachment,dbo,AcceptAgreementSignatureAttachment,colaborador,DIM,DIM_ACCEPT_AGREEMENT_SIGNATURE_ATTACHMENT,0,Id,1,0,afya,accept_agreement_signature_attachment,colaborador,yes,
dbo.ActionBase,dbo__ActionBase,dbo,ActionBase,acao,FACT,FACT_ACTION_BASE,0,Id,10762,10592,both,action_base,acao,yes,
dbo.ActionBaseAttachment,dbo__ActionBaseAttachment,dbo,ActionBaseAttachment,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.ActionBaseLabel,dbo__ActionBaseLabel,dbo,ActionBaseLabel,acao,DIM,DIM_ACTION_BASE_LABEL,0,ActionBase_Id|Label_Id,28,0,afya,action_base_label,acao,yes,
dbo.ActionCategoryCompetence,dbo__ActionCategoryCompetence,dbo,ActionCategoryCompetence,unclassified,DEFER,,0,ActionCategory_Id|Competence_Id,0,0,none,,,no,
dbo.ActionEffectiveness,dbo__ActionEffectiveness,dbo,ActionEffectiveness,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.ActionVote,dbo__ActionVote,dbo,ActionVote,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.ActivityHistory,dbo__ActivityHistory,dbo,ActivityHistory,colaborador,FACT,FACT_ACTIVITY_HISTORY,0,Id,5667,21,both,activity_history,colaborador,yes,
dbo.Addon,dbo__Addon,dbo,Addon,plataforma,EXCLUDE,,0,Id,1,1,both,,,no,
dbo.AdminPasswordResetToken,dbo__AdminPasswordResetToken,dbo,AdminPasswordResetToken,plataforma,EXCLUDE,,0,,0,13,allos,,,no,
dbo.AdvancePaymentConfig,dbo__AdvancePaymentConfig,dbo,AdvancePaymentConfig,metricas,DEFER,,0,Id,0,0,none,advance_payment_config,metricas,yes,
dbo.AreaHistory,dbo__AreaHistory,dbo,AreaHistory,organizacao,FACT,FACT_AREA_HISTORY,0,Id,11579,11037,both,area_history,organizacao,yes,
dbo.AreaHistoryConfig,dbo__AreaHistoryConfig,dbo,AreaHistoryConfig,metricas,DIM,DIM_AREA_HISTORY_CONFIG,0,Id,1,0,afya,area_history_config,metricas,yes,
dbo.AreaScoreRV,dbo__AreaScoreRV,dbo,AreaScoreRV,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.AreasGroup,dbo__AreasGroup,dbo,AreasGroup,metricas,DEFER,,0,Id,0,0,none,areas_group,metricas,yes,
dbo.AreasGroupItem,dbo__AreasGroupItem,dbo,AreasGroupItem,organizacao,DEFER,,0,Id,0,0,none,areas_group_item,organizacao,yes,
dbo.AreasGroupScoreAreasMemoryRV,dbo__AreasGroupScoreAreasMemoryRV,dbo,AreasGroupScoreAreasMemoryRV,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.AreasGroupScoreRV,dbo__AreasGroupScoreRV,dbo,AreasGroupScoreRV,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.ArvoreMembrosQuebra,dbo__ArvoreMembrosQuebra,dbo,ArvoreMembrosQuebra,metricas,DEFER,,0,,0,0,none,arvore_membros_quebra,metricas,yes,
dbo.AspNetPreviousPassword,dbo__AspNetPreviousPassword,dbo,AspNetPreviousPassword,plataforma,EXCLUDE,,0,PasswordHash|UserId,679,1260,both,,,no,
dbo.AspNetRoles,dbo__AspNetRoles,dbo,AspNetRoles,unclassified,EXCLUDE,,0,Id,0,0,none,,,no,
dbo.AspNetUserClaims,dbo__AspNetUserClaims,dbo,AspNetUserClaims,unclassified,EXCLUDE,,0,Id,0,0,none,,,no,
dbo.AspNetUserLogins,dbo__AspNetUserLogins,dbo,AspNetUserLogins,unclassified,EXCLUDE,,0,LoginProvider|ProviderKey|UserId,0,0,none,,,no,
dbo.AspNetUserRoles,dbo__AspNetUserRoles,dbo,AspNetUserRoles,unclassified,EXCLUDE,,0,UserId|RoleId,0,0,none,,,no,
dbo.AspNetUsers,dbo__AspNetUsers,dbo,AspNetUsers,plataforma,EXCLUDE,,0,Id,12396,8308,both,,,no,
dbo.BIBLIOTECA,dbo__BIBLIOTECA,dbo,BIBLIOTECA,pdi,DIM,DIM_BIBLIOTECA,0,ID,1,1,both,biblioteca,pdi,yes,
dbo.BKP_ACAO,dbo__BKP_ACAO,dbo,BKP_ACAO,unclassified,DEFER,,0,,0,0,none,,,no,
dbo.BKP_ACAO2,dbo__BKP_ACAO2,dbo,BKP_ACAO2,unclassified,DEFER,,0,,0,0,none,,,no,
dbo.BOOK,dbo__BOOK,dbo,BOOK,organizacao,DEFER,,0,ID,0,0,none,book,organizacao,yes,
dbo.BackgroundJobManagement,dbo__BackgroundJobManagement,dbo,BackgroundJobManagement,plataforma,EXCLUDE,,0,Id,1933,4118,both,,,no,
dbo.Breakdown,dbo__Breakdown,dbo,Breakdown,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.BreakdownValue,dbo__BreakdownValue,dbo,BreakdownValue,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.BreakdownValueOption,dbo__BreakdownValueOption,dbo,BreakdownValueOption,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.BrfGoalSyncLog,dbo__BrfGoalSyncLog,dbo,BrfGoalSyncLog,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.CALCULO_MANUAL_PERFORMANCE,dbo__CALCULO_MANUAL_PERFORMANCE,dbo,CALCULO_MANUAL_PERFORMANCE,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.CALC_RESULTADO_AVALIADOR_TIPO_COMPETENCIA,dbo__CALC_RESULTADO_AVALIADOR_TIPO_COMPETENCIA,dbo,CALC_RESULTADO_AVALIADOR_TIPO_COMPETENCIA,avaliacao,DEFER,,0,ID,0,0,none,calc_resultado_avaliador_tipo_competencia,avaliacao,yes,
dbo.CALC_RESULTADO_IMPACTO,dbo__CALC_RESULTADO_IMPACTO,dbo,CALC_RESULTADO_IMPACTO,avaliacao,DEFER,,0,ID,0,0,none,calc_resultado_impacto,avaliacao,yes,
dbo.CALC_RESULTADO_POTENCIAL,dbo__CALC_RESULTADO_POTENCIAL,dbo,CALC_RESULTADO_POTENCIAL,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.CALC_RESULTADO_PROJETO,dbo__CALC_RESULTADO_PROJETO,dbo,CALC_RESULTADO_PROJETO,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.CALC_RESULTADO_RISCO,dbo__CALC_RESULTADO_RISCO,dbo,CALC_RESULTADO_RISCO,avaliacao,DEFER,,0,ID,0,0,none,calc_resultado_risco,avaliacao,yes,
dbo.CALC_RESULTADO_TIPO_AVALIADOR_TIPO_COMPETENCIA,dbo__CALC_RESULTADO_TIPO_AVALIADOR_TIPO_COMPETENCIA,dbo,CALC_RESULTADO_TIPO_AVALIADOR_TIPO_COMPETENCIA,avaliacao,DEFER,,0,ID,0,0,none,calc_resultado_tipo_avaliador_tipo_competencia,avaliacao,yes,
dbo.CALENDARIO_EVENTO,dbo__CALENDARIO_EVENTO,dbo,CALENDARIO_EVENTO,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.CALIBRADOS_PERFORMANCE,dbo__CALIBRADOS_PERFORMANCE,dbo,CALIBRADOS_PERFORMANCE,avaliacao,DEFER,,0,,0,0,none,calibrados_performance,avaliacao,yes,
dbo.CARGO,dbo__CARGO,dbo,CARGO,organizacao,DIM,DIM_CARGO,0,ID,50000,41,both,cargo,organizacao,yes,
dbo.CATCH_BALL,dbo__CATCH_BALL,dbo,CATCH_BALL,acao,DIM,DIM_CATCH_BALL,0,ID,0,1,allos,catch_ball,acao,yes,
dbo.CATCH_BALL_BOOK,dbo__CATCH_BALL_BOOK,dbo,CATCH_BALL_BOOK,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.CAUSA,dbo__CAUSA,dbo,CAUSA,acao,DIM,DIM_CAUSA,0,ID,23,2,both,causa,acao,yes,
