erp_key,bronze_table,domain,dimensional_role,layer_path,raw_object,staging_object,edw_object,mart_object,localdrawdb_layer,localdrawdb_group,note
HangFire.AggregatedCounter,HangFire__AggregatedCounter,plataforma,EXCLUDE,raw,raw.HangFire__AggregatedCounter,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
HangFire.Counter,HangFire__Counter,unclassified,EXCLUDE,raw,raw.HangFire__Counter,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
HangFire.Hash,HangFire__Hash,plataforma,EXCLUDE,raw,raw.HangFire__Hash,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
HangFire.Job,HangFire__Job,plataforma,EXCLUDE,raw,raw.HangFire__Job,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
HangFire.JobParameter,HangFire__JobParameter,plataforma,EXCLUDE,raw,raw.HangFire__JobParameter,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
HangFire.JobQueue,HangFire__JobQueue,unclassified,EXCLUDE,raw,raw.HangFire__JobQueue,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
HangFire.List,HangFire__List,unclassified,EXCLUDE,raw,raw.HangFire__List,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
HangFire.Schema,HangFire__Schema,plataforma,EXCLUDE,raw,raw.HangFire__Schema,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
HangFire.Server,HangFire__Server,plataforma,EXCLUDE,raw,raw.HangFire__Server,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
HangFire.Set,HangFire__Set,plataforma,EXCLUDE,raw,raw.HangFire__Set,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
HangFire.State,HangFire__State,plataforma,EXCLUDE,raw,raw.HangFire__State,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
Tasks.ToDo,Tasks__ToDo,plataforma,EXCLUDE,raw,raw.Tasks__ToDo,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
audit.AuditLogs,audit__AuditLogs,audit,EXCLUDE,raw,raw.audit__AuditLogs,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
auth.UserSideBarMenu,auth__UserSideBarMenu,plataforma,EXCLUDE,raw,raw.auth__UserSideBarMenu,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
cache.CONTEXT,cache__CONTEXT,plataforma,EXCLUDE,raw,raw.cache__CONTEXT,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
cache.FILTER,cache__FILTER,plataforma,EXCLUDE,raw,raw.cache__FILTER,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
cache.USER_PROFILE,cache__USER_PROFILE,plataforma,EXCLUDE,raw,raw.cache__USER_PROFILE,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
competences.ACAO_SUGERIDA_PDI,competences__ACAO_SUGERIDA_PDI,pdi,DIM,raw+staging+edw,raw.competences__ACAO_SUGERIDA_PDI,staging.stg_pdi_acao_sugerida_pdi,edw.dim_acao_sugerida_pdi,,edw,dimensional,DIM → edw.dim_acao_sugerida_pdi
competences.AREA_INTERESSE_MUDANCA_AVALIADO,competences__AREA_INTERESSE_MUDANCA_AVALIADO,organizacao,DEFER,raw+edw_stub,raw.competences__AREA_INTERESSE_MUDANCA_AVALIADO,staging.stg_organizacao_area_interesse_mudanca_avaliado,edw.defer_area_interesse_mudanca_avaliado,,raw,ingestao_organizacao,DEFER — stub EDW; sem dados piloto
competences.AVALIACAO,competences__AVALIACAO,avaliacao,DIM,raw+staging+edw,raw.competences__AVALIACAO,staging.stg_avaliacao_avaliacao,edw.dim_eval_cycle,,edw,dimensional,DIM → edw.dim_eval_cycle
competences.AVALIADO,competences__AVALIADO,avaliacao,DIM,raw+staging+edw,raw.competences__AVALIADO,staging.stg_avaliacao_avaliado,edw.dim_avaliado,,edw,dimensional,DIM → edw.dim_avaliado
competences.AVALIADOR,competences__AVALIADOR,avaliacao,FACT,raw+staging+edw,raw.competences__AVALIADOR,staging.stg_avaliacao_avaliador,edw.fact_avaliador,,edw,fatos,FACT → edw.fact_avaliador
competences.CALC_RESPOSTA,competences__CALC_RESPOSTA,avaliacao,FACT,raw+staging+edw,raw.competences__CALC_RESPOSTA,staging.stg_avaliacao_calc_resposta,edw.fact_calc_resposta,,edw,fatos,FACT → edw.fact_calc_resposta
competences.CALC_RESULTADO_AVALIADOR,competences__CALC_RESULTADO_AVALIADOR,avaliacao,FACT,raw+staging+edw,raw.competences__CALC_RESULTADO_AVALIADOR,staging.stg_avaliacao_calc_resultado_avaliador,edw.fact_calc_resultado_avaliador,,edw,fatos,FACT → edw.fact_calc_resultado_avaliador
competences.CALC_RESULTADO_AVALIADOR_COMPETENCIA,competences__CALC_RESULTADO_AVALIADOR_COMPETENCIA,avaliacao,FACT,raw+staging+edw,raw.competences__CALC_RESULTADO_AVALIADOR_COMPETENCIA,staging.stg_avaliacao_calc_resultado_avaliador_competencia,edw.fact_eval_score,mart.report_performance_360 (downstream),edw,fatos,FACT → edw.fact_eval_score
competences.CALC_RESULTADO_COLABORADOR_PERFORMANCE,competences__CALC_RESULTADO_COLABORADOR_PERFORMANCE,avaliacao,FACT,raw+staging+edw,raw.competences__CALC_RESULTADO_COLABORADOR_PERFORMANCE,staging.stg_avaliacao_calc_resultado_colaborador_performance,edw.fact_calc_resultado_colaborador_performance,,edw,fatos,FACT → edw.fact_calc_resultado_colaborador_performance
competences.CALC_RESULTADO_COMPETENCIA,competences__CALC_RESULTADO_COMPETENCIA,avaliacao,FACT,raw+staging+edw,raw.competences__CALC_RESULTADO_COMPETENCIA,staging.stg_avaliacao_calc_resultado_competencia,edw.fact_calc_resultado_competencia,,edw,fatos,FACT → edw.fact_calc_resultado_competencia
competences.CALC_RESULTADO_FATOR_AVALIACAO,competences__CALC_RESULTADO_FATOR_AVALIACAO,avaliacao,FACT,raw+staging+edw,raw.competences__CALC_RESULTADO_FATOR_AVALIACAO,staging.stg_avaliacao_calc_resultado_fator_avaliacao,edw.fact_calc_resultado_fator_avaliacao,,edw,fatos,FACT → edw.fact_calc_resultado_fator_avaliacao
competences.CALC_RESULTADO_TIPO_AVALIADOR,competences__CALC_RESULTADO_TIPO_AVALIADOR,avaliacao,FACT,raw+staging+edw,raw.competences__CALC_RESULTADO_TIPO_AVALIADOR,staging.stg_avaliacao_calc_resultado_tipo_avaliador,edw.fact_calc_resultado_tipo_avaliador,,edw,fatos,FACT → edw.fact_calc_resultado_tipo_avaliador
competences.CATEGORIA_PDI_ACAO,competences__CATEGORIA_PDI_ACAO,pdi,DIM,raw+staging+edw,raw.competences__CATEGORIA_PDI_ACAO,staging.stg_pdi_categoria_pdi_acao,edw.dim_categoria_pdi_acao,,edw,dimensional,DIM → edw.dim_categoria_pdi_acao
competences.COLABORADOR_FUNCAO,competences__COLABORADOR_FUNCAO,colaborador,BRIDGE,raw+staging+edw,raw.competences__COLABORADOR_FUNCAO,staging.stg_colaborador_colaborador_funcao,edw.brg_colaborador_funcao,,edw,bridge,BRIDGE → edw.brg_colaborador_funcao
competences.COMENTARIO_AVALIADO_NINE_BOX,competences__COMENTARIO_AVALIADO_NINE_BOX,avaliacao,FACT,raw+staging+edw,raw.competences__COMENTARIO_AVALIADO_NINE_BOX,staging.stg_avaliacao_comentario_avaliado_nine_box,edw.fact_comentario_avaliado_nine_box,,edw,fatos,FACT → edw.fact_comentario_avaliado_nine_box
competences.COMENTARIO_COMPETENCIA,competences__COMENTARIO_COMPETENCIA,avaliacao,FACT,raw+staging+edw,raw.competences__COMENTARIO_COMPETENCIA,staging.stg_avaliacao_comentario_competencia,edw.fact_comentario_competencia,,edw,fatos,FACT → edw.fact_comentario_competencia
competences.COMPETENCIA,competences__COMPETENCIA,avaliacao,DIM,raw+staging+edw,raw.competences__COMPETENCIA,staging.stg_avaliacao_competencia,edw.dim_competency,,edw,dimensional,DIM → edw.dim_competency
competences.CONSIDERACAO_FINAL,competences__CONSIDERACAO_FINAL,avaliacao,FACT,raw+staging+edw,raw.competences__CONSIDERACAO_FINAL,staging.stg_avaliacao_consideracao_final,edw.fact_consideracao_final,,edw,fatos,FACT → edw.fact_consideracao_final
competences.CURVA_PONTUACAO_AVALIACAO,competences__CURVA_PONTUACAO_AVALIACAO,avaliacao,DIM,raw+staging+edw,raw.competences__CURVA_PONTUACAO_AVALIACAO,staging.stg_avaliacao_curva_pontuacao_avaliacao,edw.dim_curva_pontuacao_avaliacao,,edw,dimensional,DIM → edw.dim_curva_pontuacao_avaliacao
competences.CompetenceTypeComment,competences__CompetenceTypeComment,avaliacao,DIM,raw+staging+edw,raw.competences__CompetenceTypeComment,staging.stg_avaliacao_competencetypecomment,edw.dim_competence_type_comment,,edw,dimensional,DIM → edw.dim_competence_type_comment
competences.EvaluationCycleCalcResultEvaluated,competences__EvaluationCycleCalcResultEvaluated,avaliacao,FACT,raw+staging+edw,raw.competences__EvaluationCycleCalcResultEvaluated,staging.stg_avaliacao_evaluationcyclecalcresultevaluated,edw.fact_evaluation_cycle_calc_result_evaluated,,edw,fatos,FACT → edw.fact_evaluation_cycle_calc_result_evaluated
competences.FAIXA_CLASSIFICACAO_AVALIACAO,competences__FAIXA_CLASSIFICACAO_AVALIACAO,avaliacao,DIM,raw+staging+edw,raw.competences__FAIXA_CLASSIFICACAO_AVALIACAO,staging.stg_avaliacao_faixa_classificacao_avaliacao,edw.dim_faixa_classificacao_avaliacao,,edw,dimensional,DIM → edw.dim_faixa_classificacao_avaliacao
competences.FAIXA_CLASSIFICACAO_PERFORMANCE_AVALIACAO,competences__FAIXA_CLASSIFICACAO_PERFORMANCE_AVALIACAO,avaliacao,DIM,raw+staging+edw,raw.competences__FAIXA_CLASSIFICACAO_PERFORMANCE_AVALIACAO,staging.stg_avaliacao_faixa_classificacao_performance_avaliacao,edw.dim_faixa_classificacao_performance_avaliacao,,edw,dimensional,DIM → edw.dim_faixa_classificacao_performance_avaliacao
competences.FATOR_AVALIACAO,competences__FATOR_AVALIACAO,avaliacao,DIM,raw+staging+edw,raw.competences__FATOR_AVALIACAO,staging.stg_avaliacao_fator_avaliacao,edw.dim_fator_avaliacao,,edw,dimensional,DIM → edw.dim_fator_avaliacao
competences.FORMULARIO_AVALIACAO,competences__FORMULARIO_AVALIACAO,avaliacao,FACT,raw+staging+edw,raw.competences__FORMULARIO_AVALIACAO,staging.stg_avaliacao_formulario_avaliacao,edw.fact_formulario_avaliacao,,edw,fatos,FACT → edw.fact_formulario_avaliacao
competences.FUNCAO,competences__FUNCAO,avaliacao,DIM,raw+staging+edw,raw.competences__FUNCAO,staging.stg_avaliacao_funcao,edw.dim_funcao,,edw,dimensional,DIM → edw.dim_funcao
competences.FUNCAO_COMPETENCIA,competences__FUNCAO_COMPETENCIA,avaliacao,FACT,raw+staging+edw,raw.competences__FUNCAO_COMPETENCIA,staging.stg_avaliacao_funcao_competencia,edw.fact_funcao_competencia,,edw,fatos,FACT → edw.fact_funcao_competencia
competences.FUNCAO_PERGUNTA_LIVRE,competences__FUNCAO_PERGUNTA_LIVRE,avaliacao,FACT,raw+staging+edw,raw.competences__FUNCAO_PERGUNTA_LIVRE,staging.stg_avaliacao_funcao_pergunta_livre,edw.fact_funcao_pergunta_livre,,edw,fatos,FACT → edw.fact_funcao_pergunta_livre
competences.IndividualDevelopmentAction,competences__IndividualDevelopmentAction,pdi,FACT,raw+staging+edw,raw.competences__IndividualDevelopmentAction,staging.stg_pdi_individualdevelopmentaction,edw.fact_individual_development_action,,edw,fatos,FACT → edw.fact_individual_development_action
competences.ItensSenderToReleaseAppraiseesQueue,competences__ItensSenderToReleaseAppraiseesQueue,avaliacao,DEFER,raw+edw_stub,raw.competences__ItensSenderToReleaseAppraiseesQueue,staging.stg_avaliacao_itenssendertoreleaseappraiseesqueue,edw.defer_itenssendertoreleaseappraiseesqueue,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
competences.LOCALIDADE_INTERESSE_MUDANCA_AVALIADO,competences__LOCALIDADE_INTERESSE_MUDANCA_AVALIADO,avaliacao,DEFER,raw+edw_stub,raw.competences__LOCALIDADE_INTERESSE_MUDANCA_AVALIADO,staging.stg_avaliacao_localidade_interesse_mudanca_avaliado,edw.defer_localidade_interesse_mudanca_avaliado,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
competences.METODO_CALCULO,competences__METODO_CALCULO,avaliacao,DIM,raw+staging+edw,raw.competences__METODO_CALCULO,staging.stg_avaliacao_metodo_calculo,edw.dim_metodo_calculo,,edw,dimensional,DIM → edw.dim_metodo_calculo
competences.OPCAO_FUNCAO_PERGUNTA_LIVRE,competences__OPCAO_FUNCAO_PERGUNTA_LIVRE,avaliacao,FACT,raw+staging+edw,raw.competences__OPCAO_FUNCAO_PERGUNTA_LIVRE,staging.stg_avaliacao_opcao_funcao_pergunta_livre,edw.fact_opcao_funcao_pergunta_livre,,edw,fatos,FACT → edw.fact_opcao_funcao_pergunta_livre
competences.PESO_TIPO_AVALIADOR,competences__PESO_TIPO_AVALIADOR,avaliacao,DIM,raw+staging+edw,raw.competences__PESO_TIPO_AVALIADOR,staging.stg_avaliacao_peso_tipo_avaliador,edw.dim_peso_tipo_avaliador,,edw,dimensional,DIM → edw.dim_peso_tipo_avaliador
competences.RESPOSTA_AVALIACAO,competences__RESPOSTA_AVALIACAO,avaliacao,FACT,raw+staging+edw,raw.competences__RESPOSTA_AVALIACAO,staging.stg_avaliacao_resposta_avaliacao,edw.fact_resposta,,edw,fatos,FACT → edw.fact_resposta
competences.RESPOSTA_LIVRE_AVALIACAO,competences__RESPOSTA_LIVRE_AVALIACAO,avaliacao,FACT,raw+staging+edw,raw.competences__RESPOSTA_LIVRE_AVALIACAO,staging.stg_avaliacao_resposta_livre_avaliacao,edw.fact_resposta_livre_avaliacao,,edw,fatos,FACT → edw.fact_resposta_livre_avaliacao
competences.TIPO_AVALIACAO,competences__TIPO_AVALIACAO,avaliacao,DIM,raw+staging+edw,raw.competences__TIPO_AVALIACAO,staging.stg_avaliacao_tipo_avaliacao,edw.dim_tipo_avaliacao,,edw,dimensional,DIM → edw.dim_tipo_avaliacao
competences.TIPO_AVALIADOR,competences__TIPO_AVALIADOR,avaliacao,DIM,raw+staging+edw,raw.competences__TIPO_AVALIADOR,staging.stg_avaliacao_tipo_avaliador,edw.dim_tipo_avaliador,,edw,dimensional,DIM → edw.dim_tipo_avaliador
competences.TOPICO_PERGUNTA_LIVRE,competences__TOPICO_PERGUNTA_LIVRE,avaliacao,DIM,raw+staging+edw,raw.competences__TOPICO_PERGUNTA_LIVRE,staging.stg_avaliacao_topico_pergunta_livre,edw.dim_topico_pergunta_livre,,edw,dimensional,DIM → edw.dim_topico_pergunta_livre
competences.settings,competences__settings,avaliacao,DIM,raw+staging+edw,raw.competences__settings,staging.stg_avaliacao_settings,edw.dim_settings,,edw,dimensional,DIM → edw.dim_settings
core.Label,core__Label,plataforma,EXCLUDE,raw,raw.core__Label,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
core.ThemeSettings,core__ThemeSettings,plataforma,EXCLUDE,raw,raw.core__ThemeSettings,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dashboards.AccessLog,dashboards__AccessLog,plataforma,EXCLUDE,raw,raw.dashboards__AccessLog,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dashboards.Dashboard,dashboards__Dashboard,plataforma,EXCLUDE,raw,raw.dashboards__Dashboard,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.ACAO,dbo__ACAO,acao,FACT,raw+staging+edw,raw.dbo__ACAO,staging.stg_acao_acao,edw.fact_action,,edw,fatos,FACT → edw.fact_action
dbo.ACAO_BOOK,dbo__ACAO_BOOK,unclassified,DEFER,raw+edw_stub,raw.dbo__ACAO_BOOK,staging.stg_erp_acao_book,edw.defer_acao_book,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.ADMINISTRADOR_LOCAL,dbo__ADMINISTRADOR_LOCAL,colaborador,DIM,raw+staging+edw,raw.dbo__ADMINISTRADOR_LOCAL,staging.stg_colaborador_administrador_local,edw.dim_administrador_local,,edw,dimensional,DIM → edw.dim_administrador_local
dbo.ADMINISTRADOR_LOCAL_FILIAL,dbo__ADMINISTRADOR_LOCAL_FILIAL,organizacao,DIM,raw+staging+edw,raw.dbo__ADMINISTRADOR_LOCAL_FILIAL,staging.stg_organizacao_administrador_local_filial,edw.dim_administrador_local_filial,,edw,dimensional,DIM → edw.dim_administrador_local_filial
dbo.ANEXO_ACAO,dbo__ANEXO_ACAO,acao,FACT,raw+staging+edw,raw.dbo__ANEXO_ACAO,staging.stg_acao_anexo_acao,edw.fact_anexo_acao,,edw,fatos,FACT → edw.fact_anexo_acao
dbo.ANEXO_AVALIACAO,dbo__ANEXO_AVALIACAO,unclassified,DEFER,raw+edw_stub,raw.dbo__ANEXO_AVALIACAO,staging.stg_erp_anexo_avaliacao,edw.defer_anexo_avaliacao,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.ANEXO_QUICK_MEETING,dbo__ANEXO_QUICK_MEETING,unclassified,DEFER,raw+edw_stub,raw.dbo__ANEXO_QUICK_MEETING,staging.stg_erp_anexo_quick_meeting,edw.defer_anexo_quick_meeting,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.ANEXO_REUNIAO,dbo__ANEXO_REUNIAO,acao,DEFER,raw+edw_stub,raw.dbo__ANEXO_REUNIAO,staging.stg_acao_anexo_reuniao,edw.defer_anexo_reuniao,,raw,ingestao_acao,DEFER — stub EDW; sem dados piloto
dbo.API_CONFIG,dbo__API_CONFIG,plataforma,EXCLUDE,raw,raw.dbo__API_CONFIG,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AREA,dbo__AREA,organizacao,DIM,raw+staging+edw,raw.dbo__AREA,staging.stg_organizacao_area,edw.dim_org_area,,edw,dimensional,DIM → edw.dim_org_area
dbo.AREA_BOOK,dbo__AREA_BOOK,metricas,DEFER,raw+edw_stub,raw.dbo__AREA_BOOK,staging.stg_metricas_area_book,edw.defer_area_book,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.AREA_FORUM_SUCESSAO,dbo__AREA_FORUM_SUCESSAO,organizacao,DIM,raw+staging+edw,raw.dbo__AREA_FORUM_SUCESSAO,staging.stg_organizacao_area_forum_sucessao,edw.dim_area_forum_sucessao,,edw,dimensional,DIM → edw.dim_area_forum_sucessao
dbo.AUDIT_ACAO,dbo__AUDIT_ACAO,audit,EXCLUDE,raw,raw.dbo__AUDIT_ACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_AREA,dbo__AUDIT_AREA,audit,EXCLUDE,raw,raw.dbo__AUDIT_AREA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_AREA_HISTORY,dbo__AUDIT_AREA_HISTORY,audit,EXCLUDE,raw,raw.dbo__AUDIT_AREA_HISTORY,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_AVALIACAO,dbo__AUDIT_AVALIACAO,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_AVALIACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_AVALIADO,dbo__AUDIT_AVALIADO,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_AVALIADO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_AVALIADOR,dbo__AUDIT_AVALIADOR,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_AVALIADOR,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_CALC_RESPOSTA,dbo__AUDIT_CALC_RESPOSTA,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_CALC_RESPOSTA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_CALC_RESULTADO_AVALIADOR,dbo__AUDIT_CALC_RESULTADO_AVALIADOR,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_CALC_RESULTADO_AVALIADOR,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_CALC_RESULTADO_AVALIADOR_TIPO_COMPETENCIA,dbo__AUDIT_CALC_RESULTADO_AVALIADOR_TIPO_COMPETENCIA,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_CALC_RESULTADO_AVALIADOR_TIPO_COMPETENCIA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_CALC_RESULTADO_COLABORADOR,dbo__AUDIT_CALC_RESULTADO_COLABORADOR,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_CALC_RESULTADO_COLABORADOR,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_CALC_RESULTADO_COMPETENCIA,dbo__AUDIT_CALC_RESULTADO_COMPETENCIA,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_CALC_RESULTADO_COMPETENCIA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_CALC_RESULTADO_FATOR_AVALIACAO,dbo__AUDIT_CALC_RESULTADO_FATOR_AVALIACAO,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_CALC_RESULTADO_FATOR_AVALIACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_CALC_RESULTADO_TIPO_AVALIADOR,dbo__AUDIT_CALC_RESULTADO_TIPO_AVALIADOR,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_CALC_RESULTADO_TIPO_AVALIADOR,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_CALC_RESULTADO_TIPO_AVALIADOR_TIPO_COMPETENCIA,dbo__AUDIT_CALC_RESULTADO_TIPO_AVALIADOR_TIPO_COMPETENCIA,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_CALC_RESULTADO_TIPO_AVALIADOR_TIPO_COMPETENCIA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_CALIBRADOS_PERFORMANCE,dbo__AUDIT_CALIBRADOS_PERFORMANCE,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_CALIBRADOS_PERFORMANCE,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_COLABORADOR,dbo__AUDIT_COLABORADOR,audit,EXCLUDE,raw,raw.dbo__AUDIT_COLABORADOR,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_COLABORADOR_AREA,dbo__AUDIT_COLABORADOR_AREA,audit,EXCLUDE,raw,raw.dbo__AUDIT_COLABORADOR_AREA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_COLABORADOR_FUNCAO,dbo__AUDIT_COLABORADOR_FUNCAO,audit,EXCLUDE,raw,raw.dbo__AUDIT_COLABORADOR_FUNCAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_COMPETENCIA,dbo__AUDIT_COMPETENCIA,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_COMPETENCIA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_CONSIDERACAO_FINAL,dbo__AUDIT_CONSIDERACAO_FINAL,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_CONSIDERACAO_FINAL,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_COTACAO_MOEDA,dbo__AUDIT_COTACAO_MOEDA,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_COTACAO_MOEDA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_COTACAO_MOEDA_ITEM,dbo__AUDIT_COTACAO_MOEDA_ITEM,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_COTACAO_MOEDA_ITEM,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_CURVA_PONTUACAO,dbo__AUDIT_CURVA_PONTUACAO,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_CURVA_PONTUACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_CURVA_PONTUACAO_AVALIACAO,dbo__AUDIT_CURVA_PONTUACAO_AVALIACAO,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_CURVA_PONTUACAO_AVALIACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_CURVA_PREMIACAO,dbo__AUDIT_CURVA_PREMIACAO,audit,EXCLUDE,raw,raw.dbo__AUDIT_CURVA_PREMIACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_DIRETRIZ,dbo__AUDIT_DIRETRIZ,audit,EXCLUDE,raw,raw.dbo__AUDIT_DIRETRIZ,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_EMPLOYEEACCESSGROUP,dbo__AUDIT_EMPLOYEEACCESSGROUP,audit,EXCLUDE,raw,raw.dbo__AUDIT_EMPLOYEEACCESSGROUP,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_FAIXA_CLASSIFICACAO,dbo__AUDIT_FAIXA_CLASSIFICACAO,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_FAIXA_CLASSIFICACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_FAIXA_CLASSIFICACAO_AVALIACAO,dbo__AUDIT_FAIXA_CLASSIFICACAO_AVALIACAO,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_FAIXA_CLASSIFICACAO_AVALIACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_FAIXA_CLASSIFICACAO_PERFORMANCE,dbo__AUDIT_FAIXA_CLASSIFICACAO_PERFORMANCE,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_FAIXA_CLASSIFICACAO_PERFORMANCE,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_FAIXA_CLASSIFICACAO_PERFORMANCE_AVALIACAO,dbo__AUDIT_FAIXA_CLASSIFICACAO_PERFORMANCE_AVALIACAO,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_FAIXA_CLASSIFICACAO_PERFORMANCE_AVALIACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_FAIXA_FAROL,dbo__AUDIT_FAIXA_FAROL,audit,EXCLUDE,raw,raw.dbo__AUDIT_FAIXA_FAROL,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_FAIXA_FAROL_ITEM,dbo__AUDIT_FAIXA_FAROL_ITEM,audit,EXCLUDE,raw,raw.dbo__AUDIT_FAIXA_FAROL_ITEM,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_FATOR_AVALIACAO,dbo__AUDIT_FATOR_AVALIACAO,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_FATOR_AVALIACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_FILIAL,dbo__AUDIT_FILIAL,audit,EXCLUDE,raw,raw.dbo__AUDIT_FILIAL,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_FUNCAO,dbo__AUDIT_FUNCAO,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_FUNCAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
