erp_key,bronze_table,domain,dimensional_role,layer_path,raw_object,staging_object,edw_object,mart_object,localdrawdb_layer,localdrawdb_group,note
dbo.HISTORICO_COLABORADOR_CARGO,dbo__HISTORICO_COLABORADOR_CARGO,unclassified,DEFER,raw+edw_stub,raw.dbo__HISTORICO_COLABORADOR_CARGO,staging.stg_erp_historico_colaborador_cargo,edw.defer_historico_colaborador_cargo,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.HISTORICO_PDI,dbo__HISTORICO_PDI,pdi,DEFER,raw+edw_stub,raw.dbo__HISTORICO_PDI,staging.stg_pdi_historico_pdi,edw.defer_historico_pdi,,raw,ingestao_pdi,DEFER — stub EDW; sem dados piloto
dbo.HISTORICO_PERC_REALIZADO,dbo__HISTORICO_PERC_REALIZADO,acao,FACT,raw+staging+edw,raw.dbo__HISTORICO_PERC_REALIZADO,staging.stg_acao_historico_perc_realizado,edw.fact_historico_perc_realizado,,edw,fatos,FACT → edw.fact_historico_perc_realizado
dbo.HISTORICO_WORKFLOW_ACAO,dbo__HISTORICO_WORKFLOW_ACAO,acao,FACT,raw+staging+edw,raw.dbo__HISTORICO_WORKFLOW_ACAO,staging.stg_acao_historico_workflow_acao,edw.fact_historico_workflow_acao,,edw,fatos,FACT → edw.fact_historico_workflow_acao
dbo.HistorySection,dbo__HistorySection,organizacao,FACT,raw+staging+edw,raw.dbo__HistorySection,staging.stg_organizacao_historysection,edw.fact_history_section,,edw,fatos,FACT → edw.fact_history_section
dbo.Hobbies,dbo__Hobbies,colaborador,DIM,raw+staging+edw,raw.dbo__Hobbies,staging.stg_colaborador_hobbies,edw.dim_hobbies,,edw,dimensional,DIM → edw.dim_hobbies
dbo.IDIOMA,dbo__IDIOMA,referencia,REF,raw+staging+edw,raw.dbo__IDIOMA,staging.stg_referencia_idioma,edw.ref_idioma,,edw,ref,REF → edw.ref_idioma
dbo.IMPACTO,dbo__IMPACTO,sucessao,DEFER,raw+edw_stub,raw.dbo__IMPACTO,staging.stg_sucessao_impacto,edw.defer_impacto,,raw,ingestao_sucessao,DEFER — stub EDW; sem dados piloto
dbo.IMP_ACAO,dbo__IMP_ACAO,import,EXCLUDE,raw,raw.dbo__IMP_ACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_AREA,dbo__IMP_AREA,import,EXCLUDE,raw,raw.dbo__IMP_AREA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_CALCULO_MANUAL_PERFORMANCE,dbo__IMP_CALCULO_MANUAL_PERFORMANCE,unclassified,EXCLUDE,raw,raw.dbo__IMP_CALCULO_MANUAL_PERFORMANCE,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_CARGO,dbo__IMP_CARGO,import,EXCLUDE,raw,raw.dbo__IMP_CARGO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_CAUSA,dbo__IMP_CAUSA,unclassified,EXCLUDE,raw,raw.dbo__IMP_CAUSA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_COLABORADOR,dbo__IMP_COLABORADOR,import,EXCLUDE,raw,raw.dbo__IMP_COLABORADOR,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_COLABORADOR_FUNCAO,dbo__IMP_COLABORADOR_FUNCAO,unclassified,EXCLUDE,raw,raw.dbo__IMP_COLABORADOR_FUNCAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_COTACAO_MOEDA,dbo__IMP_COTACAO_MOEDA,unclassified,EXCLUDE,raw,raw.dbo__IMP_COTACAO_MOEDA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_EMPLOYEEMODIFIERVALUE,dbo__IMP_EMPLOYEEMODIFIERVALUE,import,EXCLUDE,raw,raw.dbo__IMP_EMPLOYEEMODIFIERVALUE,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_EMPLOYEE_ACCESS_GROUP,dbo__IMP_EMPLOYEE_ACCESS_GROUP,import,EXCLUDE,raw,raw.dbo__IMP_EMPLOYEE_ACCESS_GROUP,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_EXPRESSAO_CALCULO_META,dbo__IMP_EXPRESSAO_CALCULO_META,import,EXCLUDE,raw,raw.dbo__IMP_EXPRESSAO_CALCULO_META,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_FORECAST,dbo__IMP_FORECAST,unclassified,EXCLUDE,raw,raw.dbo__IMP_FORECAST,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_HISTORICO_AREA,dbo__IMP_HISTORICO_AREA,import,EXCLUDE,raw,raw.dbo__IMP_HISTORICO_AREA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_HISTORICO_CARGO,dbo__IMP_HISTORICO_CARGO,import,EXCLUDE,raw,raw.dbo__IMP_HISTORICO_CARGO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_INDICADOR,dbo__IMP_INDICADOR,import,EXCLUDE,raw,raw.dbo__IMP_INDICADOR,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_JOB_POSITION_LEVEL,dbo__IMP_JOB_POSITION_LEVEL,import,EXCLUDE,raw,raw.dbo__IMP_JOB_POSITION_LEVEL,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_LEVEL,dbo__IMP_LEVEL,unclassified,EXCLUDE,raw,raw.dbo__IMP_LEVEL,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_LIDER_AVALIADO,dbo__IMP_LIDER_AVALIADO,unclassified,EXCLUDE,raw,raw.dbo__IMP_LIDER_AVALIADO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_MARCADOR_ACAO_ITEM,dbo__IMP_MARCADOR_ACAO_ITEM,import,EXCLUDE,raw,raw.dbo__IMP_MARCADOR_ACAO_ITEM,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_META,dbo__IMP_META,import,EXCLUDE,raw,raw.dbo__IMP_META,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_MUDA_RESPONSAVEL_AREA,dbo__IMP_MUDA_RESPONSAVEL_AREA,import,EXCLUDE,raw,raw.dbo__IMP_MUDA_RESPONSAVEL_AREA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_NOTA_META,dbo__IMP_NOTA_META,import,EXCLUDE,raw,raw.dbo__IMP_NOTA_META,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_PARTICIPANTE_RV,dbo__IMP_PARTICIPANTE_RV,import,EXCLUDE,raw,raw.dbo__IMP_PARTICIPANTE_RV,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_PERFIL_AREA,dbo__IMP_PERFIL_AREA,import,EXCLUDE,raw,raw.dbo__IMP_PERFIL_AREA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_RESPONSAVEL_AREA,dbo__IMP_RESPONSAVEL_AREA,import,EXCLUDE,raw,raw.dbo__IMP_RESPONSAVEL_AREA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_RESPONSAVEL_AREA_DEL,dbo__IMP_RESPONSAVEL_AREA_DEL,import,EXCLUDE,raw,raw.dbo__IMP_RESPONSAVEL_AREA_DEL,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_UPPER_GOAL,dbo__IMP_UPPER_GOAL,import,EXCLUDE,raw,raw.dbo__IMP_UPPER_GOAL,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.IMP_VALOR_META,dbo__IMP_VALOR_META,import,EXCLUDE,raw,raw.dbo__IMP_VALOR_META,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.INDICADOR,dbo__INDICADOR,metricas,DIM,raw+staging+edw,raw.dbo__INDICADOR,staging.stg_metricas_indicador,edw.dim_kpi,,edw,dimensional,DIM → edw.dim_kpi
dbo.INDICADOR_BOOK,dbo__INDICADOR_BOOK,referencia,DEFER,raw+edw_stub,raw.dbo__INDICADOR_BOOK,staging.stg_referencia_indicador_book,edw.defer_indicador_book,,raw,ingestao_referencia,DEFER — stub EDW; sem dados piloto
dbo.INDICADOR_TIPOMETA,dbo__INDICADOR_TIPOMETA,metricas,DIM,raw+staging+edw,raw.dbo__INDICADOR_TIPOMETA,staging.stg_metricas_indicador_tipometa,edw.dim_indicador_tipometa,,edw,dimensional,DIM → edw.dim_indicador_tipometa
dbo.INDICADOR_TIPOMETA_BOOK,dbo__INDICADOR_TIPOMETA_BOOK,metricas,DEFER,raw+edw_stub,raw.dbo__INDICADOR_TIPOMETA_BOOK,staging.stg_metricas_indicador_tipometa_book,edw.defer_indicador_tipometa_book,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.INFO_NOTA_META,dbo__INFO_NOTA_META,metricas,FACT,raw+staging+edw,raw.dbo__INFO_NOTA_META,staging.stg_metricas_info_nota_meta,edw.fact_info_nota_meta,,edw,fatos,FACT → edw.fact_info_nota_meta
dbo.INSTANCIA_CALIBRADOS,dbo__INSTANCIA_CALIBRADOS,colaborador,DEFER,raw+edw_stub,raw.dbo__INSTANCIA_CALIBRADOS,staging.stg_colaborador_instancia_calibrados,edw.defer_instancia_calibrados,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.INSTANCIA_CALIBRADOS_PERFORMANCE,dbo__INSTANCIA_CALIBRADOS_PERFORMANCE,colaborador,DEFER,raw+edw_stub,raw.dbo__INSTANCIA_CALIBRADOS_PERFORMANCE,staging.stg_colaborador_instancia_calibrados_performance,edw.defer_instancia_calibrados_performance,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.INSTANCIA_COMITE,dbo__INSTANCIA_COMITE,colaborador,DIM,raw+staging+edw,raw.dbo__INSTANCIA_COMITE,staging.stg_colaborador_instancia_comite,edw.dim_instancia_comite,,edw,dimensional,DIM → edw.dim_instancia_comite
dbo.INSTANCIA_COMITE_SUCESSAO,dbo__INSTANCIA_COMITE_SUCESSAO,colaborador,DIM,raw+staging+edw,raw.dbo__INSTANCIA_COMITE_SUCESSAO,staging.stg_colaborador_instancia_comite_sucessao,edw.dim_instancia_comite_sucessao,,edw,dimensional,DIM → edw.dim_instancia_comite_sucessao
dbo.INSTANCIA_PARTICIPANTE_COMPETENCIA,dbo__INSTANCIA_PARTICIPANTE_COMPETENCIA,avaliacao,DEFER,raw+edw_stub,raw.dbo__INSTANCIA_PARTICIPANTE_COMPETENCIA,staging.stg_avaliacao_instancia_participante_competencia,edw.defer_instancia_participante_competencia,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.INSTANCIA_PARTICIPANTE_SUCESSAO,dbo__INSTANCIA_PARTICIPANTE_SUCESSAO,colaborador,BRIDGE,raw+staging+edw,raw.dbo__INSTANCIA_PARTICIPANTE_SUCESSAO,staging.stg_colaborador_instancia_participante_sucessao,edw.brg_instancia_participante_sucessao,,edw,bridge,BRIDGE → edw.brg_instancia_participante_sucessao
dbo.INSTANCIA_SUCESSAO,dbo__INSTANCIA_SUCESSAO,sucessao,DIM,raw+staging+edw,raw.dbo__INSTANCIA_SUCESSAO,staging.stg_sucessao_instancia_sucessao,edw.dim_instancia_sucessao,,edw,dimensional,DIM → edw.dim_instancia_sucessao
dbo.IPRestriction,dbo__IPRestriction,unclassified,DEFER,raw+edw_stub,raw.dbo__IPRestriction,staging.stg_erp_iprestriction,edw.defer_iprestriction,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.ITEM_FEEDBACK,dbo__ITEM_FEEDBACK,avaliacao,DEFER,raw+edw_stub,raw.dbo__ITEM_FEEDBACK,staging.stg_avaliacao_item_feedback,edw.defer_item_feedback,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.ITEM_LISTA_PERSONALIZADA_FEEDBACK_CONTINUO,dbo__ITEM_LISTA_PERSONALIZADA_FEEDBACK_CONTINUO,avaliacao,DIM,raw+staging+edw,raw.dbo__ITEM_LISTA_PERSONALIZADA_FEEDBACK_CONTINUO,staging.stg_avaliacao_item_lista_personalizada_feedback_continuo,edw.dim_item_lista_personalizada_feedback_continuo,,edw,dimensional,DIM → edw.dim_item_lista_personalizada_feedback_continuo
dbo.Identity,dbo__Identity,plataforma,EXCLUDE,raw,raw.dbo__Identity,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.ImagePanelImages,dbo__ImagePanelImages,plataforma,EXCLUDE,raw,raw.dbo__ImagePanelImages,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.ImagePanelImagesAttachment,dbo__ImagePanelImagesAttachment,plataforma,EXCLUDE,raw,raw.dbo__ImagePanelImagesAttachment,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.ImpValorMatriz,dbo__ImpValorMatriz,unclassified,DEFER,raw+edw_stub,raw.dbo__ImpValorMatriz,staging.stg_erp_impvalormatriz,edw.defer_impvalormatriz,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.ImportLog,dbo__ImportLog,plataforma,EXCLUDE,raw,raw.dbo__ImportLog,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.ImportLogError,dbo__ImportLogError,plataforma,EXCLUDE,raw,raw.dbo__ImportLogError,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.InitialDashboardLayout,dbo__InitialDashboardLayout,plataforma,EXCLUDE,raw,raw.dbo__InitialDashboardLayout,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.Initiative,dbo__Initiative,metricas,DEFER,raw+edw_stub,raw.dbo__Initiative,staging.stg_metricas_initiative,edw.defer_initiative,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.Item,dbo__Item,config,EXCLUDE,raw,raw.dbo__Item,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.ItemSwotAnalysis,dbo__ItemSwotAnalysis,metricas,DEFER,raw+edw_stub,raw.dbo__ItemSwotAnalysis,staging.stg_metricas_itemswotanalysis,edw.defer_itemswotanalysis,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.ItemSwotAnalysisRelationship,dbo__ItemSwotAnalysisRelationship,metricas,DEFER,raw+edw_stub,raw.dbo__ItemSwotAnalysisRelationship,staging.stg_metricas_itemswotanalysisrelationship,edw.defer_itemswotanalysisrelationship,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.ItemSwotAnalysisRelationshipItemSwotAnalysis,dbo__ItemSwotAnalysisRelationshipItemSwotAnalysis,metricas,DEFER,raw+edw_stub,raw.dbo__ItemSwotAnalysisRelationshipItemSwotAnalysis,staging.stg_metricas_itemswotanalysisrelationshipitemswotanalysis,edw.defer_itemswotanalysisrelationshipitemswotanalysis,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.JobEvaluationAnswerSuccession,dbo__JobEvaluationAnswerSuccession,colaborador,DEFER,raw+edw_stub,raw.dbo__JobEvaluationAnswerSuccession,staging.stg_colaborador_jobevaluationanswersuccession,edw.defer_jobevaluationanswersuccession,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.JobEvaluationSuccession,dbo__JobEvaluationSuccession,avaliacao,DEFER,raw+edw_stub,raw.dbo__JobEvaluationSuccession,staging.stg_avaliacao_jobevaluationsuccession,edw.defer_jobevaluationsuccession,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.JobPositionCore,dbo__JobPositionCore,organizacao,DIM,raw+staging+edw,raw.dbo__JobPositionCore,staging.stg_organizacao_jobpositioncore,edw.dim_job_position_core,,edw,dimensional,DIM → edw.dim_job_position_core
dbo.JobPositionLevel,dbo__JobPositionLevel,organizacao,FACT,raw+staging+edw,raw.dbo__JobPositionLevel,staging.stg_organizacao_jobpositionlevel,edw.fact_job_position_level,,edw,fatos,FACT → edw.fact_job_position_level
dbo.JobPositionSuccession,dbo__JobPositionSuccession,organizacao,DEFER,raw+edw_stub,raw.dbo__JobPositionSuccession,staging.stg_organizacao_jobpositionsuccession,edw.defer_jobpositionsuccession,,raw,ingestao_organizacao,DEFER — stub EDW; sem dados piloto
dbo.KPI,dbo__KPI,unclassified,DEFER,raw+edw_stub,raw.dbo__KPI,staging.stg_erp_kpi,edw.defer_kpi,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.KPIBreakdown,dbo__KPIBreakdown,unclassified,DEFER,raw+edw_stub,raw.dbo__KPIBreakdown,staging.stg_erp_kpibreakdown,edw.defer_kpibreakdown,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.KPIGrouping,dbo__KPIGrouping,unclassified,DEFER,raw+edw_stub,raw.dbo__KPIGrouping,staging.stg_erp_kpigrouping,edw.defer_kpigrouping,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.KPIStakeholder,dbo__KPIStakeholder,colaborador,DEFER,raw+edw_stub,raw.dbo__KPIStakeholder,staging.stg_colaborador_kpistakeholder,edw.defer_kpistakeholder,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.KPIStakeholderBook,dbo__KPIStakeholderBook,unclassified,DEFER,raw+edw_stub,raw.dbo__KPIStakeholderBook,staging.stg_erp_kpistakeholderbook,edw.defer_kpistakeholderbook,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.KnowledgeManagement,dbo__KnowledgeManagement,acao,DEFER,raw+edw_stub,raw.dbo__KnowledgeManagement,staging.stg_acao_knowledgemanagement,edw.defer_knowledgemanagement,,raw,ingestao_acao,DEFER — stub EDW; sem dados piloto
dbo.LISTA_PLANO_TIPO_AVALIADOR,dbo__LISTA_PLANO_TIPO_AVALIADOR,unclassified,DEFER,raw+edw_stub,raw.dbo__LISTA_PLANO_TIPO_AVALIADOR,staging.stg_erp_lista_plano_tipo_avaliador,edw.defer_lista_plano_tipo_avaliador,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.LOG_DATA_EXTRACT,dbo__LOG_DATA_EXTRACT,logs,EXCLUDE,raw,raw.dbo__LOG_DATA_EXTRACT,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.LOG_DATA_EXTRACT_ITEM,dbo__LOG_DATA_EXTRACT_ITEM,logs,EXCLUDE,raw,raw.dbo__LOG_DATA_EXTRACT_ITEM,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.LOG_EMAIL,dbo__LOG_EMAIL,logs,EXCLUDE,raw,raw.dbo__LOG_EMAIL,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.LOG_EMAIL_ACAO_VENCER,dbo__LOG_EMAIL_ACAO_VENCER,logs,EXCLUDE,raw,raw.dbo__LOG_EMAIL_ACAO_VENCER,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.LOG_IMP,dbo__LOG_IMP,logs,EXCLUDE,raw,raw.dbo__LOG_IMP,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.LOG_IMP_ITEM,dbo__LOG_IMP_ITEM,import,EXCLUDE,raw,raw.dbo__LOG_IMP_ITEM,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.LOG_LOGIN,dbo__LOG_LOGIN,logs,EXCLUDE,raw,raw.dbo__LOG_LOGIN,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.LOG_TASK,dbo__LOG_TASK,logs,EXCLUDE,raw,raw.dbo__LOG_TASK,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.LOG_TASK_ITEM,dbo__LOG_TASK_ITEM,logs,EXCLUDE,raw,raw.dbo__LOG_TASK_ITEM,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.LabelAction,dbo__LabelAction,acao,FACT,raw+staging+edw,raw.dbo__LabelAction,staging.stg_acao_labelaction,edw.fact_label_action,,edw,fatos,FACT → edw.fact_label_action
dbo.LabelEmployee,dbo__LabelEmployee,colaborador,DEFER,raw+edw_stub,raw.dbo__LabelEmployee,staging.stg_colaborador_labelemployee,edw.defer_labelemployee,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.LabelGoal,dbo__LabelGoal,metricas,FACT,raw+staging+edw,raw.dbo__LabelGoal,staging.stg_metricas_labelgoal,edw.fact_label_goal,,edw,fatos,FACT → edw.fact_label_goal
dbo.LabelsTagTrainings,dbo__LabelsTagTrainings,pdi,DEFER,raw+edw_stub,raw.dbo__LabelsTagTrainings,staging.stg_pdi_labelstagtrainings,edw.defer_labelstagtrainings,,raw,ingestao_pdi,DEFER — stub EDW; sem dados piloto
dbo.LanguageLevel,dbo__LanguageLevel,colaborador,DIM,raw+staging+edw,raw.dbo__LanguageLevel,staging.stg_colaborador_languagelevel,edw.dim_language_level,,edw,dimensional,DIM → edw.dim_language_level
dbo.Locality,dbo__Locality,organizacao,DIM,raw+staging+edw,raw.dbo__Locality,staging.stg_organizacao_locality,edw.dim_locality,,edw,dimensional,DIM → edw.dim_locality
dbo.MAIL_CONFIG,dbo__MAIL_CONFIG,referencia,REF,raw+staging+edw,raw.dbo__MAIL_CONFIG,staging.stg_referencia_mail_config,edw.ref_mail_config,,edw,ref,REF → edw.ref_mail_config
dbo.MARCADOR_ACAO,dbo__MARCADOR_ACAO,acao,DEFER,raw+edw_stub,raw.dbo__MARCADOR_ACAO,staging.stg_acao_marcador_acao,edw.defer_marcador_acao,,raw,ingestao_acao,DEFER — stub EDW; sem dados piloto
dbo.MARCADOR_ACAO_ITEM,dbo__MARCADOR_ACAO_ITEM,acao,DEFER,raw+edw_stub,raw.dbo__MARCADOR_ACAO_ITEM,staging.stg_acao_marcador_acao_item,edw.defer_marcador_acao_item,,raw,ingestao_acao,DEFER — stub EDW; sem dados piloto
dbo.MENU,dbo__MENU,plataforma,EXCLUDE,raw,raw.dbo__MENU,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.META,dbo__META,metricas,DIM,raw+staging+edw,raw.dbo__META,staging.stg_metricas_meta,edw.dim_goal,mart.report_performance_360 (downstream),edw,dimensional,DIM → edw.dim_goal
dbo.METABOOK,dbo__METABOOK,metricas,DEFER,raw+edw_stub,raw.dbo__METABOOK,staging.stg_metricas_metabook,edw.defer_metabook,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.META_DATA_EXTRACT,dbo__META_DATA_EXTRACT,colaborador,DEFER,raw+edw_stub,raw.dbo__META_DATA_EXTRACT,staging.stg_colaborador_meta_data_extract,edw.defer_meta_data_extract,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.META_RELACIONADA,dbo__META_RELACIONADA,unclassified,DEFER,raw+edw_stub,raw.dbo__META_RELACIONADA,staging.stg_erp_meta_relacionada,edw.defer_meta_relacionada,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.MULTIPLO_NOTA,dbo__MULTIPLO_NOTA,unclassified,DEFER,raw+edw_stub,raw.dbo__MULTIPLO_NOTA,staging.stg_erp_multiplo_nota,edw.defer_multiplo_nota,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.ManagementCycle,dbo__ManagementCycle,unclassified,DEFER,raw+edw_stub,raw.dbo__ManagementCycle,staging.stg_erp_managementcycle,edw.defer_managementcycle,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.ManagerSuccession,dbo__ManagerSuccession,organizacao,DEFER,raw+edw_stub,raw.dbo__ManagerSuccession,staging.stg_organizacao_managersuccession,edw.defer_managersuccession,,raw,ingestao_organizacao,DEFER — stub EDW; sem dados piloto
dbo.Matriz,dbo__Matriz,metricas,DEFER,raw+edw_stub,raw.dbo__Matriz,staging.stg_metricas_matriz,edw.defer_matriz,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.MembroDimensao,dbo__MembroDimensao,metricas,DEFER,raw+edw_stub,raw.dbo__MembroDimensao,staging.stg_metricas_membrodimensao,edw.defer_membrodimensao,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.Modifier,dbo__Modifier,remuneracao,DIM,raw+staging+edw,raw.dbo__Modifier,staging.stg_remuneracao_modifier,edw.dim_modifier,,edw,dimensional,DIM → edw.dim_modifier
dbo.ModifierItem,dbo__ModifierItem,remuneracao,DIM,raw+staging+edw,raw.dbo__ModifierItem,staging.stg_remuneracao_modifieritem,edw.dim_modifier_item,,edw,dimensional,DIM → edw.dim_modifier_item
dbo.Modules,dbo__Modules,plataforma,EXCLUDE,raw,raw.dbo__Modules,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.MonthlyGoal,dbo__MonthlyGoal,metricas,DEFER,raw+edw_stub,raw.dbo__MonthlyGoal,staging.stg_metricas_monthlygoal,edw.defer_monthlygoal,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
