silver_domain,silver_table,bronze,erp_key,dimensional_role,reuse_action,snowflake_candidate,grain,row_count_afya,row_count_allos,status,wave,notes
referencia,indicador_book,dbo__INDICADOR_BOOK,dbo.INDICADOR_BOOK,DEFER,REFINE,,,0,0,implemented,10,
referencia,mail_config,dbo__MAIL_CONFIG,dbo.MAIL_CONFIG,REF,REUSE_AS_DIM,REF_MAIL_CONFIG,,56,56,implemented,10,
referencia,plugin_info,dbo__PLUGIN_INFO,dbo.PLUGIN_INFO,REF,REUSE_AS_DIM,REF_PLUGIN_INFO,,3,3,implemented,10,
referencia,system_config,dbo__SYSTEM_CONFIG,dbo.SYSTEM_CONFIG,REF,REUSE_AS_DIM,REF_SYSTEM_CONFIG,,1,1,implemented,10,
referencia,tipo_acumulacao,dbo__TipoAcumulacao,dbo.TipoAcumulacao,REF,REUSE_AS_DIM,REF_TIPO_ACUMULACAO,,2,2,implemented,10,
referencia,translate_tag_culture,dbo__TranslateTagCulture,dbo.TranslateTagCulture,REF,REUSE_AS_DIM,REF_TRANSLATE_TAG_CULTURE,,1,3,implemented,10,
referencia,translate_tag_handle,dbo__TranslateTagHandle,dbo.TranslateTagHandle,REF,REUSE_AS_DIM,REF_TRANSLATE_TAG_HANDLE,,49,54,implemented,10,
referencia,versao,dbo__VERSAO,dbo.VERSAO,REF,REUSE_AS_DIM,REF_VERSAO,,5,5,implemented,10,
remuneracao,participante_rv,dbo__PARTICIPANTE_RV,dbo.PARTICIPANTE_RV,BRIDGE,REUSE_AS_BRIDGE,BRG_PARTICIPANTE_RV,"tenant_slug, id",45128,18269,implemented,4,
remuneracao,cotacao_moeda_item,dbo__COTACAO_MOEDA_ITEM,dbo.COTACAO_MOEDA_ITEM,DEFER,REFINE,,,0,0,implemented,4,
remuneracao,eligible_discretionary,dbo__EligibleDiscretionary,dbo.EligibleDiscretionary,FACT,REUSE_AS_FACT,FACT_ELIGIBLE_DISCRETIONARY,,4101,3,implemented,4,
remuneracao,employee_analytic_result,dbo__EmployeeAnalyticResult,dbo.EmployeeAnalyticResult,FACT,REUSE_AS_FACT,FACT_EMPLOYEE_ANALYTIC_RESULT,,4090,10254,implemented,4,
remuneracao,extract_employee_options,dbo__ExtractEmployeeOptions,dbo.ExtractEmployeeOptions,DEFER,REFINE,,,0,0,implemented,4,
remuneracao,modifier,dbo__Modifier,dbo.Modifier,DIM,REUSE_AS_DIM,DIM_MODIFIER,,45,281,implemented,4,
remuneracao,modifier_item,dbo__ModifierItem,dbo.ModifierItem,DIM,REUSE_AS_DIM,DIM_MODIFIER_ITEM,,135,0,implemented,4,
remuneracao,participant_advance_payment,dbo__ParticipantAdvancePayment,dbo.ParticipantAdvancePayment,DEFER,REFINE,,,0,0,implemented,4,
remuneracao,participant_advance_payment_discount,dbo__ParticipantAdvancePaymentDiscount,dbo.ParticipantAdvancePaymentDiscount,DEFER,REFINE,,,0,0,implemented,4,
remuneracao,participant_aggregated_advance_payment,dbo__ParticipantAggregatedAdvancePayment,dbo.ParticipantAggregatedAdvancePayment,DEFER,REFINE,,,0,0,implemented,4,
remuneracao,participant_aggregated_extract,dbo__ParticipantAggregatedExtract,dbo.ParticipantAggregatedExtract,FACT,REUSE_AS_FACT,FACT_PARTICIPANT_AGGREGATED_EXTRACT,,49080,50000,implemented,4,
remuneracao,participant_extract,dbo__ParticipantExtract,dbo.ParticipantExtract,FACT,REUSE_AS_FACT,FACT_PARTICIPANT_EXTRACT,,49080,50000,implemented,4,
remuneracao,participant_extract_control,dbo__ParticipantExtractControl,dbo.ParticipantExtractControl,FACT,REUSE_AS_FACT,FACT_PARTICIPANT_EXTRACT_CONTROL,,0,10602,implemented,4,
remuneracao,simulation_rv_cache,dbo__SimulationRVCache,dbo.SimulationRVCache,DIM,REUSE_AS_DIM,DIM_SIMULATION_RV_CACHE,,0,1,implemented,4,
sucessao,succession_cycle,dbo__SuccessionCycle,dbo.SuccessionCycle,DIM,REUSE_AS_DIM,DIM_SUCCESSION_CYCLE,,1,0,implemented,7,
sucessao,succession_cycle_settings,dbo__SuccessionCycleSettings,dbo.SuccessionCycleSettings,DIM,REUSE_AS_DIM,DIM_SUCCESSION_CYCLE_SETTINGS,,1,0,implemented,7,
sucessao,succession_nomination,dbo__SuccessionNomination,dbo.SuccessionNomination,DEFER,REFINE,,,0,0,implemented,7,
sucessao,succession_results,dbo__SuccessionResults,dbo.SuccessionResults,DIM,REUSE_AS_DIM,DIM_SUCCESSION_RESULTS,,1,0,implemented,7,
sucessao,instancia_sucessao,dbo__INSTANCIA_SUCESSAO,dbo.INSTANCIA_SUCESSAO,DIM,REUSE_AS_DIM,DIM_INSTANCIA_SUCESSAO,,1,0,implemented,7,
sucessao,classification_impact_of_loss,dbo__ClassificationImpactOfLoss,dbo.ClassificationImpactOfLoss,DEFER,REFINE,,,0,0,implemented,7,
sucessao,classification_risk_of_loss,dbo__ClassificationRiskOfLoss,dbo.ClassificationRiskOfLoss,DEFER,REFINE,,,0,0,implemented,7,
sucessao,formulario_avaliacao_sucessao,dbo__FORMULARIO_AVALIACAO_SUCESSAO,dbo.FORMULARIO_AVALIACAO_SUCESSAO,DEFER,REFINE,,,0,0,implemented,7,
sucessao,forum_calibragem_sucessao,dbo__FORUM_CALIBRAGEM_SUCESSAO,dbo.FORUM_CALIBRAGEM_SUCESSAO,DIM,REUSE_AS_DIM,DIM_FORUM_CALIBRAGEM_SUCESSAO,,1,0,implemented,7,
sucessao,forum_quadrante_sucessao_modelo,dbo__FORUM_QUADRANTE_SUCESSAO_MODELO,dbo.FORUM_QUADRANTE_SUCESSAO_MODELO,DIM,REUSE_AS_DIM,DIM_FORUM_QUADRANTE_SUCESSAO_MODELO,,9,0,implemented,7,
sucessao,funcao_forum_sucessao,dbo__FUNCAO_FORUM_SUCESSAO,dbo.FUNCAO_FORUM_SUCESSAO,DEFER,REFINE,,,0,0,implemented,7,
sucessao,funcao_impacto_sucessao,dbo__FUNCAO_IMPACTO_SUCESSAO,dbo.FUNCAO_IMPACTO_SUCESSAO,DEFER,REFINE,,,0,0,implemented,7,
sucessao,funcao_potencial_sucessao,dbo__FUNCAO_POTENCIAL_SUCESSAO,dbo.FUNCAO_POTENCIAL_SUCESSAO,DEFER,REFINE,,,0,0,implemented,7,
sucessao,funcao_risco_sucessao,dbo__FUNCAO_RISCO_SUCESSAO,dbo.FUNCAO_RISCO_SUCESSAO,DEFER,REFINE,,,0,0,implemented,7,
sucessao,funcao_sucessao,dbo__FUNCAO_SUCESSAO,dbo.FUNCAO_SUCESSAO,DEFER,REFINE,,,0,0,implemented,7,
sucessao,impacto,dbo__IMPACTO,dbo.IMPACTO,DEFER,REFINE,,,0,0,implemented,7,
sucessao,potencial,dbo__POTENCIAL,dbo.POTENCIAL,DEFER,REFINE,,,0,0,implemented,7,
sucessao,risco,dbo__RISCO,dbo.RISCO,DEFER,REFINE,,,0,0,implemented,7,
sucessao,readiness,dbo__Readiness,dbo.Readiness,DIM,REUSE_AS_DIM,DIM_READINESS,,1,0,implemented,7,
sucessao,score_curve_impact_succession,dbo__ScoreCurveImpactSuccession,dbo.ScoreCurveImpactSuccession,DEFER,REFINE,,,0,0,implemented,7,
sucessao,score_curve_risk_succession,dbo__ScoreCurveRiskSuccession,dbo.ScoreCurveRiskSuccession,DEFER,REFINE,,,0,0,implemented,7,
sucessao,score_curve_succession,dbo__ScoreCurveSuccession,dbo.ScoreCurveSuccession,DEFER,REFINE,,,0,0,implemented,7,
sucessao,succession_job_position_readiness,dbo__SuccessionJobPositionReadiness,dbo.SuccessionJobPositionReadiness,DEFER,REFINE,,,0,0,implemented,7,
sucessao,succession_scores_details,dbo__SuccessionScoresDetails,dbo.SuccessionScoresDetails,FACT,REUSE_AS_FACT,FACT_SUCCESSION_SCORES_DETAILS,,2,0,implemented,7,
sucessao,x_axis_classification,dbo__XAxisClassification,dbo.XAxisClassification,DIM,REUSE_AS_DIM,DIM_X_AXIS_CLASSIFICATION,,3,0,implemented,7,
sucessao,y_axis_classification,dbo__YAxisClassification,dbo.YAxisClassification,DIM,REUSE_AS_DIM,DIM_Y_AXIS_CLASSIFICATION,,3,0,implemented,7,
